weight_kg,price
1.8,132.76
0.1,24.5
1.4,21.1
3.85,99.9
0.3,15.0
1.35,99.9
0.35,24.9
0.5,159.9
1.15,136.0
0.34,145.0
0.25,55.0
9.95,139.0
4.85,69.9
0.38,349.9
0.6,55.9
0.13,24.99
1.65,59.9
0.45,12.9
1.05,69.99
0.4,12.7
4.3,85.71
0.53,149.9
0.1,23.99
2.7,21.9
1.6,88.99
5.0,179.9
0.8,45.9
0.15,84.99
0.6,23.9
0.26,2649.0
1.25,49.9
9.0,75.0
0.95,32.99
0.3,29.99
1.36,17.49
0.15,39.99
0.1,19.9
22.35,689.9
0.21,22.4
0.25,49.0
0.7,45.9
0.35,39.99
0.2,79.9
0.55,75.0
0.45,24.9
0.7,97.5
0.25,89.99
0.2,30.5
11.88,176.99
0.4,325.0
0.4,56.99
0.4,146.73
0.45,169.0
3.8,329.9
1.45,62.9
0.25,27.99
6.55,149.0
0.8,39.99
7.0,59.9
0.25,78.0
0.58,99.9
0.25,24.99
0.95,87.99
0.53,149.9
0.3,120.0
9.75,103.97
1.65,169.9
0.22,165.0
0.85,175.0
0.4,98.99
2.2,139.0
0.9,44.9
0.85,159.99
0.25,24.99
1.55,59.9
0.28,42.9
0.8,47.9
0.55,29.99
0.32,69.99
0.2,42.99
0.1,51.9
1.03,65.0
2.4,369.9
0.25,29.0
16.55,120.0
0.15,13.65
3.3,205.0
0.1,23.99
0.2,151.0
1.3,349.9
15.3,385.0
7.9,99.96
1.35,99.99
0.38,1099.0
0.5,159.9
1.55,251.9
2.05,59.9
9.2,53.0
0.2,29.0
0.7,38.99
0.12,44.99
0.2,119.0
0.48,14.95
0.51,339.9
0.75,33.0
0.5,50.9
1.05,78.9
0.5,49.9
7.0,58.9
0.35,69.99
10.8,149.9
1.2,149.9
1.55,49.0
0.2,35.0
0.98,37.9
8.15,249.9
0.5,57.9
12.0,230.0
0.19,115.99
13.05,230.0
5.1,169.97
0.3,39.9
0.1,23.99
0.85,69.9
0.5,179.99
0.12,29.9
1.81,79.99
2.15,159.9
6.9,139.0
3.7,34.9
2.95,129.9
1.1,89.9
3.1,13.5
0.15,140.0
0.25,220.0
1.16,83.99
0.2,20.7
0.4,32.9
0.2,16.0
2.28,98.9
0.6,96.99
12.25,230.0
4.34,189.99
0.4,35.97
7.51,114.94
0.4,27.0
0.25,139.9
1.58,30.21
4.85,286.0
2.7,429.0
0.69,33.99
0.35,15.0
0.37,30.0
0.65,19.5
0.75,79.9
1.0,59.81
3.45,132.8
0.3,29.9
1.34,69.9
0.2,13.65
0.3,12.0
0.42,43.51
4.55,119.9
0.37,149.9
1.25,97.9
0.65,12.67
0.35,95.0
0.55,125.0
0.2,204.0
1.1,49.9
5.15,99.99
0.65,72.9
0.15,12.49
2.4,60.0
0.15,49.9
2.38,37.9
14.5,99.0
0.85,38.4
3.6,126.69
0.8,115.9
1.81,77.99
3.88,126.99
1.19,349.99
7.3,62.99
1.61,35.9
0.35,109.0
7.22,79.0
0.1,55.9
0.55,29.9
0.2,58.99
0.2,9.9
0.57,55.9
0.4,49.9
0.4,15.9
0.2,17.9
0.7,138.8
0.31,102.9
0.95,69.9
2.55,99.9
0.25,19.99
0.2,349.99
0.26,24.5
1.45,59.9
0.2,29.9
1.0,45.89
0.3,108.9
1.72,64.89
0.35,15.9
1.15,44.9
0.72,179.9
15.4,99.0
0.15,57.5
1.5,119.99
0.95,189.59
0.3,34.99
9.2,78.99
0.65,119.0
0.2,24.0
1.2,93.9
0.1,19.99
0.75,26.9
0.3,280.0
0.25,13.99
0.35,95.0
0.3,54.0
0.25,304.99
0.7,439.0
0.15,24.9
12.8,49.0
10.25,120.0
5.9,42.0
3.45,29.9
0.15,110.32
0.2,119.9
0.29,237.0
0.55,41.5
1.7,149.9
0.5,178.0
5.3,799.95
0.05,27.49
1.5,49.0
0.15,29.99
0.51,98.0
0.25,19.9
0.45,59.0
0.15,43.0
1.35,119.9
0.28,25.0
0.5,39.0
0.5,36.8
0.7,24.9
3.65,199.9
0.72,64.8
3.3,159.9
4.3,15.99
0.44,138.0
0.3,64.9
9.3,79.99
0.9,54.9
23.7,999.9
0.2,45.0
0.1,18.99
2.3,35.0
10.7,380.0
0.3,27.99
6.55,149.99
0.35,149.0
0.2,29.9
1.8,163.99
0.29,46.56
1.55,134.99
0.05,39.99
0.15,24.5
0.05,189.0
0.45,59.99
2.0,139.0
0.1,9.9
0.44,123.0
0.2,19.9
0.3,67.0
0.1,19.9
1.5,89.0
3.48,99.99
0.95,59.99
0.6,48.9
0.35,149.99
1.4,127.0
1.55,53.9
0.7,53.0
0.25,55.0
0.6,159.99
1.85,115.9
0.4,21.36
0.3,24.99
0.5,47.9
0.28,29.9
0.4,92.89
1.55,99.0
0.15,21.9
0.65,42.9
2.7,193.99
3.6,59.9
8.45,119.9
0.4,148.0
0.35,135.0
2.55,100.0
0.42,92.5
0.12,9.9
0.2,13.3
1.8,49.9
0.2,54.9
0.25,233.0
0.18,12.9
0.5,142.99
0.87,220.99
0.05,34.9
0.15,13.65
0.55,109.9
9.12,159.99
2.6,75.0
0.6,179.49
0.4,325.0
1.4,89.9
12.3,69.9
1.27,186.99
0.8,109.9
0.95,32.9
0.4,61.99
0.7,110.99
16.55,120.0
0.15,29.9
1.95,54.9
0.8,276.89
1.52,639.9
1.2,59.78
4.34,165.0
0.53,590.0
0.3,94.0
1.25,28.0
0.52,59.0
0.2,19.49
0.05,29.99
0.68,440.0
2.0,39.9
6.6,179.0
1.5,89.9
0.4,1129.0
0.2,27.99
1.1,179.9
0.8,22.9
0.25,24.99
0.5,46.9
0.6,54.9
2.95,149.0
2.7,212.99
1.75,59.9
1.87,89.9
0.9,349.9
3.1,259.99
6.66,189.0
0.2,119.9
1.2,99.99
1.05,69.99
0.1,16.9
0.65,67.0
0.3,29.99
0.25,55.0
0.2,150.0
0.35,29.99
2.4,94.0
0.35,21.9
0.7,28.99
1.6,130.0
9.75,158.0
7.51,114.94
4.66,320.36
0.1,24.5
0.85,35.0
2.6,69.9
0.15,45.0
0.15,24.9
0.85,269.9
6.61,299.9
3.15,169.99
0.1,59.9
5.95,120.0
0.75,35.0
0.55,136.4
13.25,109.0
0.2,59.9
10.9,99.99
0.23,19.49
8.35,79.9
1.1,69.5
0.25,29.0
0.1,7.0
0.65,169.99
3.95,169.99
0.31,79.69
2.5,99.9
5.42,139.0
0.15,18.0
0.45,179.9
0.32,86.0
0.2,59.99
1.05,78.9
0.1,19.99
1.75,59.9
1.2,99.99
2.35,99.9
0.15,18.99
1.55,49.9
0.35,45.95
1.35,89.9
2.71,134.0
7.45,50.4
0.19,67.9
1.2,79.9
0.92,64.8
9.75,205.0
0.9,79.99
0.65,47.9
0.1,13.99
1.4,218.0
0.6,59.9
0.85,99.9
3.3,92.0
0.3,18.9
0.95,24.9
4.75,219.97
0.08,15.9
0.5,223.64
0.25,26.9
2.6,389.0
0.05,139.9
30.0,399.9
0.18,46.4
1.2,89.99
5.25,109.9
1.4,44.35
3.2,140.0
0.2,83.88
5.55,110.0
1.86,109.9
4.05,219.9
0.55,49.9
3.0,51.45
0.16,63.9
0.4,325.0
0.34,199.9
0.2,49.8
1.6,129.99
0.16,51.0
0.9,349.9
0.2,29.15
0.82,159.99
30.0,399.0
0.57,419.0
0.7,59.9
0.92,599.9
0.1,59.9
1.05,74.99
0.08,14.67
0.25,340.0
0.3,6.5
0.35,24.99
0.8,34.9
3.06,1380.0
0.8,59.9
0.65,40.0
0.35,1999.9
0.7,69.89
0.05,17.5
0.2,39.0
0.15,39.9
1.45,152.4
0.22,13.98
0.75,69.0
1.75,59.9
0.7,119.99
0.3,27.99
4.8,199.9
1.38,89.9
1.25,39.0
2.55,159.99
0.2,119.9
2.2,89.9
0.2,39.0
0.25,44.9
0.9,59.9
0.57,154.17
0.2,49.9
10.75,169.0
1.0,105.0
0.2,89.99
0.44,26.5
1.0,44.99
0.28,49.0
1.1,71.99
9.85,179.0
0.36,20.99
0.2,39.9
1.38,89.9
0.5,29.9
1.45,99.9
0.85,56.99
3.6,239.99
0.9,29.9
3.25,126.99
0.5,39.9
0.25,56.0
0.5,5.7
0.35,25.9
30.0,109.99
0.1,10.99
0.8,45.9
0.1,27.99
0.65,92.0
0.75,35.9
1.55,58.0
0.38,115.0
0.6,50.9
0.1,34.5
6.0,43.99
7.62,241.1
0.2,48.0
0.21,61.4
0.12,17.99
5.95,143.8
0.35,19.99
0.25,48.6
15.1,186.5
0.1,32.9
0.6,59.9
0.15,20.9
20.45,142.0
1.7,149.9
0.1,34.3
1.4,36.9
9.75,205.0
0.15,18.9
0.3,27.9
1.38,89.9
0.1,50.0
0.15,12.9
0.37,59.9
0.18,69.0
0.42,108.0
0.2,49.9
0.45,190.0
2.78,201.38
1.25,99.9
9.75,205.0
1.57,299.9
3.2,17.55
0.2,26.9
27.8,126.0
30.0,389.0
0.9,79.9
1.85,54.9
1.55,53.9
0.55,39.9
5.9,34.2
0.3,133.4
0.95,189.59
7.35,839.0
1.56,179.0
0.1,19.99
1.08,21.89
1.05,68.9
0.15,42.0
21.15,509.0
0.54,217.85
1.35,81.9
0.45,104.0
0.46,110.65
10.75,388.0
0.1,79.0
1.0,189.99
0.2,49.99
0.2,23.2
1.15,114.9
0.2,35.9
0.65,1000.0
0.26,224.9
7.62,299.9
0.42,149.99
0.11,39.92
1.65,199.0
0.15,29.99
3.78,109.99
1.4,105.6
0.6,38.9
0.7,99.0
1.54,77.9
12.25,119.9
0.8,59.9
1.15,35.9
0.28,97.9
3.5,159.9
0.2,19.9
0.35,42.9
0.54,48.0
5.4,199.0
1.13,39.9
3.45,110.8
25.4,699.99
17.8,139.0
0.25,49.0
1.55,120.0
0.45,235.9
0.7,50.9
6.6,86.5
1.53,119.9
0.45,292.9
6.8,140.0
0.21,15.5
1.4,119.9
1.35,120.0
0.42,147.79
9.75,148.0
0.3,45.4
9.66,649.0
0.8,49.9
0.4,49.95
0.84,39.0
0.8,44.9
11.35,228.0
0.3,27.99
0.4,56.99
0.2,180.0
0.13,59.0
1.52,56.25
0.2,16.99
10.45,195.0
1.5,55.9
0.2,19.9
0.55,38.9
1.94,75.0
0.7,99.9
0.2,59.0
1.55,59.9
0.4,49.0
6.55,149.99
0.3,38.9
0.7,119.99
0.35,87.67
2.5,159.0
0.35,56.99
0.3,28.9
1.55,76.9
0.85,56.99
0.2,17.9
6.55,139.0
0.27,299.0
0.4,83.8
0.55,72.0
0.2,15.9
1.6,149.9
0.21,109.89
0.84,113.57
0.34,99.9
1.1,19.99
1.4,35.0
2.95,179.0
2.1,109.0
0.28,21.7
0.2,150.0
0.64,39.99
0.4,146.99
1.75,89.9
1.15,139.99
0.5,169.0
0.12,18.9
0.1,34.99
10.05,138.0
1.58,649.9
1.75,53.9
0.8,59.9
2.45,200.0
0.1,34.9
1.2,149.9
0.1,19.9
0.1,211.05
2.6,129.6
0.5,47.75
0.28,157.77
1.76,259.6
10.18,299.87
1.28,109.8
1.9,279.9
0.12,24.99
1.6,59.99
0.35,28.0
0.2,150.0
1.6,59.99
0.15,110.32
2.55,76.9
2.0,69.0
0.65,34.0
0.65,59.7
0.18,47.49
0.2,38.0
1.65,36.4
0.5,27.99
0.1,19.99
0.1,35.0
0.45,49.9
0.7,139.99
0.2,29.9
0.3,29.99
0.85,69.99
1.86,50.7
0.3,38.0
0.6,44.9
0.15,26.9
10.6,79.0
0.1,9.9
0.3,31.9
0.32,223.0
0.21,88.0
3.2,187.43
3.0,119.0
0.3,299.0
0.31,102.0
0.98,64.0
0.3,78.0
0.07,9.8
0.15,29.99
0.34,145.9
0.2,252.0
0.36,49.0
0.45,39.9
3.78,109.99
0.15,34.99
2.05,59.0
0.2,27.99
0.55,52.5
0.15,18.17
1.5,99.9
0.4,122.99
5.3,326.16
0.65,39.99
4.8,399.76
0.15,149.3
0.15,24.99
0.25,24.99
0.61,49.5
0.52,119.86
1.65,49.9
0.18,33.9
14.6,249.9
0.79,199.9
2.15,76.9
3.75,269.99
0.34,55.0
0.25,99.0
0.45,100.0
0.7,27.5
30.0,460.0
0.3,44.99
0.7,122.99
1.23,229.69
4.4,89.9
0.8,59.9
0.9,84.99
0.58,99.9
1.45,134.0
0.28,193.0
2.15,110.0
0.85,35.0
0.3,32.9
0.21,67.9
0.7,69.9
0.2,109.0
1.3,55.9
0.2,29.0
0.2,13.65
0.65,129.99
0.15,54.9
14.65,149.9
0.55,69.99
6.05,149.0
1.83,124.43
0.3,38.99
0.8,147.5
0.44,39.9
0.75,89.9
0.2,149.9
0.2,44.9
4.0,279.9
0.5,199.0
5.95,143.8
1.05,199.9
1.4,58.99
1.85,108.9
0.8,36.5
7.6,129.99
0.15,199.0
0.68,19.49
1.87,29.5
0.2,29.0
0.26,224.0
0.3,389.0
1.11,45.36
5.3,169.9
0.7,74.0
1.3,69.0
0.57,35.0
0.35,199.7
0.75,250.0
1.8,42.0
0.34,64.0
9.1,104.0
1.85,59.9
0.2,188.9
0.19,28.45
0.38,69.0
1.9,109.99
1.82,209.9
10.07,129.99
0.3,149.0
0.8,59.99
1.2,79.99
2.05,103.8
0.6,45.9
2.28,132.9
0.25,14.99
0.34,199.0
1.0,40.0
0.22,39.99
0.18,12.9
0.35,179.9
0.28,169.99
0.16,254.0
0.85,75.0
0.4,122.99
10.5,35.99
0.2,16.9
0.25,23.7
7.8,520.0
2.85,69.0
0.35,119.9
0.42,669.9
0.35,33.6
7.0,58.9
1.0,40.0
2.75,269.99
0.28,61.8
0.7,37.0
0.1,26.99
0.1,29.99
0.35,119.99
6.05,89.99
0.25,15.9
0.94,89.0
0.5,38.97
0.16,27.49
3.15,249.9
0.18,19.9
0.2,12.9
0.05,29.9
0.25,429.9
0.35,29.5
0.7,62.5
0.43,99.99
1.7,110.0
1.4,420.0
4.15,59.9
1.05,35.0
3.4,152.0
0.55,39.9
1.15,105.0
0.15,29.9
0.2,29.99
1.2,27.2
0.65,23.99
0.1,14.9
0.25,64.9
1.8,78.0
1.5,41.0
0.1,39.99
0.45,149.06
30.0,680.0
0.2,13.65
5.65,249.9
1.2,59.7
1.05,60.5
3.35,189.9
0.8,75.9
3.0,43.92
12.0,250.0
0.2,9.88
0.43,169.99
0.1,23.99
0.1,15.0
1.8,126.0
0.15,28.9
0.25,199.0
1.55,99.9
1.81,79.99
0.95,137.0
0.3,21.9
0.7,42.9
0.12,12.97
1.5,49.0
0.54,379.9
1.9,267.0
0.4,19.9
0.72,47.9
0.35,599.0
0.2,33.8
1.05,39.99
1.43,117.0
1.1,105.6
0.1,18.9
1.35,116.9
0.75,34.9
1.42,55.49
0.49,65.0
0.75,35.0
1.25,37.5
15.8,987.0
1.3,75.0
0.4,56.99
0.42,25.49
0.35,39.99
0.15,39.99
1.63,124.99
0.57,262.0
1.7,149.9
0.6,45.9
0.5,109.99
1.04,68.9
0.25,34.3
0.8,79.89
0.45,169.9
0.9,69.9
0.7,51.0
6.95,998.0
1.0,105.0
0.35,74.67
1.1,79.9
0.4,34.9
6.66,175.0
1.15,519.99
0.2,30.1
0.35,29.5
4.2,99.99
0.45,99.0
8.15,249.9
1.6,119.9
20.05,459.99
6.55,129.0
0.3,39.9
0.77,120.0
2.75,79.9
1.6,31.9
0.95,29.9
0.25,69.49
0.35,59.99
0.23,79.9
0.35,54.99
3.5,120.0
0.15,24.89
0.28,69.9
0.72,119.9
0.28,389.0
0.18,19.9
2.5,369.99
0.4,113.54
0.1,17.0
3.25,126.99
0.35,24.99
1.15,59.9
1.3,109.9
0.85,56.99
6.35,129.15
0.4,79.9
0.2,83.48
0.2,39.9
2.2,59.0
2.2,127.99
1.5,49.9
0.1,45.0
27.15,449.9
0.5,19.9
20.9,395.0
0.95,35.0
6.05,79.0
2.25,415.7
1.55,49.0
0.9,51.0
0.21,113.1
0.32,84.89
0.95,129.99
0.4,30.4
0.15,28.9
3.22,22.99
0.9,97.0
0.15,129.9
1.25,95.2
0.41,239.8
2.8,149.9
0.2,49.0
1.45,64.9
3.6,118.9
5.35,99.0
5.0,69.9
2.44,139.9
0.4,330.0
0.43,205.81
0.16,12.67
0.25,50.9
1.75,93.9
4.75,130.0
5.1,50.9
1.85,159.9
16.4,179.99
3.15,110.0
0.41,198.99
5.75,75.0
0.2,49.0
0.25,21.99
0.18,12.9
0.41,47.5
0.7,129.9
0.25,89.99
0.2,49.9
1.25,69.9
1.8,48.9
0.25,49.0
0.25,49.0
0.53,149.9
3.3,149.99
0.2,14.6
0.56,197.9
1.6,118.99
0.45,41.0
11.02,173.0
0.55,19.9
3.5,220.0
0.1,39.99
1.7,149.9
0.4,109.9
0.45,115.0
0.15,17.0
0.1,19.99
1.6,74.9
2.42,166.99
0.65,32.99
1.11,49.98
2.75,159.0
0.35,110.32
0.25,37.9
0.4,113.25
4.5,112.99
0.9,349.9
2.2,193.0
2.4,259.0
0.55,798.9
1.0,77.0
0.35,215.0
0.95,135.0
0.5,29.99
2.5,99.9
1.05,99.9
0.3,12.99
0.55,62.0
0.24,79.9
1.15,89.9
1.35,79.0
4.85,190.0
0.58,1299.65
0.22,109.99
0.4,100.0
5.2,59.9
1.94,110.0
4.8,49.0
2.05,69.0
4.3,489.0
0.35,26.54
0.1,29.99
1.11,53.79
0.8,69.9
2.4,87.0
0.1,32.0
0.2,39.9
0.8,120.0
0.54,259.0
6.8,329.9
2.0,128.35
0.25,49.0
2.38,169.9
0.3,29.99
1.55,98.99
0.15,25.9
1.17,79.0
1.2,160.0
0.15,119.9
0.35,135.0
0.42,568.0
0.18,65.0
0.8,54.4
0.15,25.9
1.8,135.0
0.55,49.9
0.48,99.9
0.85,139.0
0.8,119.0
0.1,225.0
1.4,97.5
1.55,49.9
0.13,25.0
0.17,93.9
0.7,122.99
0.6,49.9
0.2,33.9
30.0,399.0
0.92,119.8
2.0,58.9
0.7,29.99
7.48,89.98
0.4,59.0
6.08,99.99
1.25,59.9
0.15,18.9
0.4,330.0
0.3,44.49
0.85,96.0
0.7,120.0
7.05,45.9
0.25,45.9
7.15,25.7
0.3,129.9
0.23,68.0
2.72,409.9
5.45,495.0
0.34,239.9
18.25,229.99
0.5,25.95
0.56,599.65
0.6,175.5
0.3,35.9
0.8,59.99
0.25,29.0
3.22,19.9
0.25,299.9
0.4,22.5
1.2,49.9
1.0,129.0
3.75,315.0
0.35,24.98
1.0,62.99
0.2,29.3
12.0,439.0
2.05,185.49
0.35,39.99
0.15,15.12
7.9,47.99
0.38,97.1
0.25,49.0
6.05,99.99
0.15,29.99
0.8,19.69
3.0,299.0
30.0,189.9
0.4,31.99
1.05,35.0
6.41,195.99
0.35,27.99
0.3,27.99
0.6,34.99
0.44,30.97
0.38,99.49
0.25,78.0
8.0,79.0
0.53,149.9
0.15,39.0
2.84,179.0
0.45,40.0
0.15,25.99
2.0,181.0
1.5,79.9
0.1,12.99
3.6,19.7
1.0,36.9
0.71,572.9
2.95,149.0
0.19,250.9
1.85,80.0
3.05,94.0
0.8,169.9
9.6,258.76
0.1,55.9
1.85,59.9
0.52,22.9
1.5,40.0
7.22,238.9
0.4,44.9
0.53,149.9
6.55,99.0
0.2,160.0
1.7,129.9
0.15,59.9
0.15,29.99
1.45,69.9
0.4,49.0
2.5,69.9
7.85,47.99
8.25,180.4
2.6,69.9
0.71,668.0
0.25,35.0
0.15,38.0
2.0,91.4
14.0,226.97
2.45,189.9
0.3,34.99
20.5,419.9
5.58,259.99
0.45,12.16
0.15,79.9
13.39,116.99
12.6,209.0
1.5,59.9
18.6,338.5
0.25,31.9
0.15,100.0
0.98,199.9
0.8,79.9
0.22,45.0
0.25,59.0
3.15,264.9
0.3,50.0
6.55,119.99
0.06,16.9
0.59,84.9
0.22,45.6
1.65,199.0
0.7,235.0
0.34,145.9
0.4,18.95
0.2,35.0
0.15,29.99
0.2,5.9
0.44,29.99
0.44,33.0
0.15,55.3
1.8,48.9
2.15,149.9
0.5,55.9
1.5,75.9
0.4,56.99
2.6,259.9
3.3,317.0
0.15,45.9
1.5,54.16
0.65,59.9
0.25,24.99
0.25,29.9
0.7,1299.65
0.7,95.0
0.5,38.97
0.9,129.9
1.35,59.9
0.95,18.0
0.21,89.49
0.3,13.9
1.2,639.99
4.27,86.99
0.55,49.9
1.1,49.99
1.05,69.99
9.15,329.0
0.25,259.9
0.4,122.99
0.15,9.0
0.22,29.98
2.0,45.9
0.05,99.65
0.25,89.99
1.8,53.9
0.89,38.89
0.7,175.92
0.5,27.9
0.75,59.0
1.4,26.18
1.35,99.99
0.7,55.0
0.3,119.2
1.4,38.4
3.5,199.0
0.45,295.0
0.2,39.9
5.35,69.9
2.6,69.9
0.17,72.0
1.7,40.0
2.15,229.99
0.14,85.0
0.17,65.9
1.68,99.77
0.2,29.9
3.5,120.0
0.1,57.99
2.84,179.0
0.9,29.9
0.9,66.9
0.56,116.9
0.88,109.99
0.9,99.99
1.25,143.0
11.5,489.9
0.58,110.0
9.4,109.9
1.95,199.0
1.1,75.9
0.44,26.9
0.15,79.9
0.58,99.9
0.22,83.49
0.9,159.99
1.7,129.9
0.5,99.9
0.2,58.99
0.15,95.0
0.25,29.9
0.98,57.9
0.23,29.9
0.57,119.2
0.2,14.99
1.0,44.9
0.95,38.5
0.5,139.9
0.43,19.9
12.75,428.0
0.1,8.9
8.6,179.9
0.3,27.99
0.35,102.9
1.25,75.0
0.2,19.9
0.15,49.9
0.4,44.9
2.1,83.5
0.58,115.0
2.35,24.99
4.27,82.64
0.4,69.9
5.2,96.99
18.15,449.99
0.65,35.0
0.9,119.0
1.1,457.0
0.5,189.9
2.65,398.0
1.65,72.9
2.0,180.49
12.38,99.96
13.35,149.98
0.15,21.9
1.55,79.9
0.2,39.0
0.25,69.0
0.15,55.13
0.1,32.0
0.34,55.0
0.75,89.9
2.65,459.99
0.65,30.79
3.3,119.9
1.7,140.0
0.55,39.0
2.6,199.9
27.15,449.9
10.45,76.0
7.65,179.0
1.55,49.91
0.1,12.97
0.15,19.9
6.15,99.0
0.6,84.99
3.1,259.99
0.2,9.9
0.3,49.9
1.5,49.0
6.55,149.0
0.25,29.0
0.35,24.99
1.0,119.9
0.13,24.6
0.5,69.99
3.15,189.0
2.8,155.87
2.96,279.0
2.54,89.9
0.1,149.65
0.6,119.9
6.1,34.9
2.95,109.9
0.4,69.9
0.36,348.8
0.3,27.99
0.4,98.99
0.4,54.9
0.4,111.9
0.1,289.9
0.2,13.65
0.34,209.9
0.25,13.99
0.2,44.49
7.45,109.0
0.35,24.99
0.45,129.99
0.2,26.99
0.43,56.89
0.1,50.99
0.24,79.8
0.18,19.9
0.25,31.9
0.7,36.0
4.35,119.8
0.7,69.9
0.1,59.9
0.16,64.89
0.35,55.0
0.25,29.0
0.17,40.0
24.1,199.0
0.2,16.99
0.17,16.59
6.35,199.0
0.55,32.54
0.62,104.9
2.5,179.9
1.1,89.0
0.15,19.9
0.38,56.99
1.08,130.0
1.35,81.9
0.18,18.9
3.85,179.9
0.15,13.65
0.55,35.9
0.89,29.9
2.6,69.9
1.85,199.99
1.25,79.95
0.5,65.0
1.85,199.7
1.05,99.75
0.3,29.99
0.3,28.0
1.25,59.0
2.72,87.9
0.18,12.25
7.12,69.9
1.55,53.9
0.7,99.0
0.6,39.0
0.85,149.9
0.5,179.49
0.31,290.0
0.39,119.9
2.25,37.9
6.45,50.0
0.6,37.87
0.38,20.0
0.3,25.99
0.15,34.9
0.12,12.6
0.65,108.9
0.43,109.9
2.1,139.0
0.53,149.9
6.3,360.0
1.0,243.0
0.43,119.9
0.25,7.5
0.52,179.9
0.5,775.0
1.4,118.9
1.65,89.9
0.15,24.5
1.03,37.9
0.5,139.9
3.05,564.99
0.1,37.99
30.0,564.0
12.25,250.0
0.1,27.7
3.2,54.9
1.8,113.3
0.2,34.9
23.0,139.99
0.1,22.0
0.32,84.9
14.55,73.99
0.65,58.9
0.2,19.9
0.7,134.9
0.1,29.9
0.63,40.9
3.3,67.9
0.32,159.58
1.3,69.9
0.18,29.99
0.99,50.0
1.38,89.9
0.35,9.9
1.6,99.0
1.74,289.9
2.81,52.9
1.87,35.0
0.2,39.0
0.1,27.99
1.35,119.0
0.1,61.5
2.95,197.0
0.4,109.9
2.0,352.57
0.18,29.98
1.5,45.0
0.9,129.0
0.3,22.9
1.0,32.0
3.6,113.9
0.27,299.0
0.25,49.0
0.6,48.9
0.05,24.9
0.38,299.9
0.74,44.85
0.4,109.9
0.55,117.7
2.0,99.9
0.2,19.9
6.45,99.99
1.2,64.9
2.15,149.9
0.4,109.9
17.6,559.0
0.75,112.9
0.24,44.32
0.6,84.99
0.35,149.0
4.2,68.5
0.51,84.9
0.6,84.99
0.35,127.9
0.2,115.0
1.55,164.9
0.2,20.9
6.55,189.99
6.6,194.0
0.54,189.99
1.68,117.99
0.5,166.0
0.65,49.0
0.85,118.9
0.4,99.0
0.35,48.9
0.4,330.0
2.03,285.9
0.4,75.0
0.15,120.0
0.9,159.9
0.42,190.83
0.09,89.0
12.28,169.99
1.2,39.9
0.25,15.9
7.7,125.0
0.15,12.9
8.5,83.5
4.8,105.0
0.95,56.1
2.6,69.9
1.18,259.9
0.7,84.9
0.1,25.9
0.9,149.99
0.7,79.0
5.4,129.9
1.5,89.0
1.6,129.99
10.07,69.99
0.05,22.9
0.4,69.9
14.3,90.9
0.1,23.99
1.35,99.9
0.15,18.9
0.43,248.0
0.88,56.99
1.2,56.99
2.6,75.0
1.65,119.9
1.3,17.8
1.65,49.9
23.0,139.99
7.85,43.0
5.95,89.99
0.54,19.9
0.45,46.99
0.14,59.0
4.1,84.0
0.1,18.9
1.2,199.9
0.75,160.9
0.3,29.9
0.3,27.99
0.35,38.67
0.5,32.9
1.4,160.0
0.15,7.0
12.5,315.0
0.58,110.0
0.6,84.99
0.35,39.99
1.0,254.9
0.12,19.99
0.16,45.99
1.15,74.9
2.9,12.99
0.32,69.0
0.15,21.99
12.45,229.99
0.62,127.27
0.5,49.9
9.75,195.0
2.4,149.0
1.8,49.0
2.14,89.9
0.22,37.99
14.6,249.9
1.35,58.99
2.6,259.9
0.34,219.9
8.6,53.0
1.7,299.99
0.28,23.9
2.2,89.5
3.0,499.9
9.2,79.99
0.35,27.9
1.4,125.0
0.32,17.0
2.4,32.0
1.62,113.0
13.35,146.94
0.3,29.99
7.7,89.0
2.2,179.99
1.2,35.9
0.9,119.0
1.38,79.9
4.25,69.0
1.72,139.05
10.7,239.0
0.9,48.9
0.55,48.9
0.58,99.9
0.45,36.6
0.85,49.0
0.45,169.9
0.4,74.9
0.15,21.9
0.2,12.5
0.15,34.99
0.2,19.1
3.95,99.9
2.7,133.99
0.8,49.0
0.35,46.99
0.1,159.99
1.55,99.0
0.32,84.9
0.3,78.9
0.08,20.25
1.65,59.9
0.25,39.5
4.65,215.0
1.5,89.9
2.15,139.99
0.5,39.99
9.38,119.99
2.2,84.99
2.2,29.1
0.7,96.0
9.27,379.99
12.0,228.0
0.15,59.9
16.25,99.9
4.34,239.99
0.72,170.0
11.25,99.8
0.25,129.0
1.35,69.9
0.7,114.99
12.0,399.9
0.15,39.9
1.15,48.9
0.05,23.89
0.13,59.0
0.2,24.9
4.8,105.0
0.15,14.9
1.05,69.0
0.19,49.9
7.35,99.99
0.38,55.8
0.4,62.49
0.3,79.0
8.3,129.97
14.35,34.0
0.62,179.9
22.25,834.56
1.7,69.99
1.08,32.9
1.15,21.99
4.8,105.0
0.9,349.9
0.1,19.99
0.1,69.99
1.25,99.0
8.88,99.9
0.4,22.15
0.5,24.99
0.5,50.0
0.25,31.9
0.76,177.0
2.6,69.9
0.7,122.99
1.6,149.9
0.9,51.9
0.2,58.99
0.5,46.99
0.25,49.0
1.5,119.99
0.88,99.9
0.35,30.9
0.44,44.3
1.9,69.0
0.45,49.9
1.03,65.0
0.55,136.9
