freight_value,freight_ratio
21.84,0.276
15.81,0.158
7.78,0.26
9.75,0.049
17.61,0.339
15.47,0.196
16.97,0.223
17.6,0.353
18.23,0.61
15.42,0.065
43.08,0.287
18.3,0.122
13.65,0.152
17.6,0.353
12.11,0.093
18.97,0.122
22.28,0.745
16.11,0.273
23.56,0.406
17.95,0.18
17.28,0.144
11.83,0.132
11.5,0.091
17.94,0.181
50.49,0.202
18.23,3.09
18.73,0.021
16.35,0.176
19.49,0.23
39.22,0.119
7.39,0.296
19.32,0.773
16.94,0.173
13.16,0.074
7.74,0.097
53.29,0.145
10.15,0.097
16.11,0.329
10.96,0.85
8.86,0.177
93.14,0.345
23.32,0.117
15.1,0.604
4.34,0.145
37.3,0.678
28.82,0.481
15.27,0.613
17.63,0.578
13.68,0.07
16.71,0.06
16.11,0.376
25.0,0.072
17.75,0.061
7.39,0.296
11.69,0.136
12.69,0.352
44.09,0.138
16.15,0.081
25.9,0.043
35.06,0.195
18.45,0.37
23.49,0.181
28.66,0.086
7.78,0.175
18.24,0.912
17.98,0.305
18.13,0.227
9.74,0.235
18.53,0.062
17.8,0.225
7.44,0.291
21.72,0.141
27.31,0.094
17.94,0.345
14.1,1.484
17.67,0.295
15.98,0.145
16.84,0.135
18.23,0.732
27.79,0.479
5.67,0.391
14.58,0.374
22.19,0.146
20.3,0.128
14.37,0.127
14.88,0.09
17.67,0.295
15.77,0.166
23.42,0.263
18.32,0.572
38.21,0.407
15.1,0.755
35.88,0.448
19.46,0.246
9.02,0.095
16.18,0.27
15.1,0.629
44.62,0.172
12.92,0.076
16.35,0.096
14.47,0.268
23.0,0.384
14.59,0.244
22.0,0.22
21.19,0.212
11.85,0.396
8.27,0.243
15.1,0.722
17.61,0.105
17.16,0.132
18.64,0.094
23.38,0.109
11.85,0.312
16.79,0.764
13.61,0.162
0.0,0.0
11.17,0.143
26.91,0.087
16.54,0.331
8.72,0.175
11.85,0.474
18.69,0.161
36.07,0.111
18.19,0.204
7.47,0.25
13.44,0.225
11.85,0.41
9.46,0.094
22.06,0.49
18.53,0.299
11.15,0.145
7.39,0.532
13.65,0.152
6.36,0.271
18.12,0.151
64.25,0.107
16.76,0.089
16.11,0.323
8.29,0.553
9.34,0.134
8.36,0.299
21.2,0.133
21.02,0.28
21.29,0.027
18.33,0.556
0.0,0.0
31.3,0.784
23.08,0.214
41.23,0.038
14.1,0.404
13.02,0.251
17.88,0.199
7.78,0.223
24.06,0.097
23.5,0.235
11.92,0.199
60.42,0.581
8.88,0.185
18.24,0.338
26.89,0.7
11.85,0.263
15.5,0.145
18.23,0.608
9.0,0.474
9.22,0.061
45.3,0.378
16.6,0.185
57.77,0.445
7.61,0.152
13.29,0.133
27.75,0.414
16.23,0.216
13.26,0.605
11.73,0.196
16.18,0.27
8.29,0.138
21.43,0.252
16.6,0.346
7.78,0.391
29.1,0.291
18.23,0.496
11.88,0.313
16.5,0.083
26.96,0.23
11.85,0.853
7.39,0.148
12.17,0.128
40.04,0.477
11.85,0.398
42.34,0.109
15.7,0.116
14.1,0.834
8.72,0.27
20.74,0.297
13.71,0.478
27.11,0.234
16.18,0.27
9.37,0.117
17.88,0.275
16.94,0.173
12.79,0.673
23.49,0.294
85.71,0.054
19.11,0.096
25.9,0.291
8.88,0.401
32.07,0.16
15.93,0.038
15.1,0.817
18.16,0.14
9.38,0.096
14.59,0.122
15.56,0.464
15.1,0.378
37.58,0.07
15.1,0.744
16.7,0.06
11.85,0.341
7.78,0.603
9.94,0.209
25.52,0.365
26.95,0.216
7.87,0.927
16.93,0.242
15.1,0.303
7.78,0.57
6.09,0.122
18.23,0.493
14.15,0.248
13.98,0.245
17.63,0.63
8.65,0.124
8.81,0.089
18.72,0.271
15.1,0.915
7.39,0.321
18.23,1.177
43.11,0.288
87.33,0.139
15.1,1.525
16.14,0.081
2.34,0.038
16.79,0.432
19.98,0.286
23.42,0.195
15.07,0.072
29.31,0.226
13.65,0.152
18.23,0.561
7.78,0.391
15.1,0.432
22.53,0.102
15.1,0.844
15.12,0.283
22.98,0.403
16.08,0.085
20.48,0.06
7.39,0.151
19.69,0.023
8.61,0.035
108.36,0.57
25.16,1.582
7.78,0.177
2.99,0.066
18.3,0.305
23.25,0.245
18.02,0.114
11.15,0.319
16.79,0.562
17.67,0.295
14.47,0.17
11.85,0.484
13.41,0.244
17.69,0.099
27.7,0.139
12.23,0.102
17.97,0.1
69.21,0.277
50.81,0.042
16.93,0.161
15.23,0.382
11.73,0.235
15.53,0.045
16.06,0.181
11.9,0.119
21.2,0.133
13.37,0.174
15.89,0.53
14.6,0.236
14.52,0.416
15.65,0.189
16.79,0.526
18.64,0.094
15.1,0.922
17.3,0.079
18.23,0.372
12.93,0.332
27.49,0.183
14.1,0.788
25.19,0.601
9.49,0.05
120.96,0.202
15.23,0.324
70.44,0.138
19.59,0.871
16.79,0.884
12.23,0.204
16.44,0.17
18.45,0.107
20.96,0.048
16.6,0.138
36.19,0.302
27.55,0.131
8.92,0.367
18.23,0.935
11.85,0.41
16.32,0.466
14.19,0.224
8.11,0.236
14.1,1.008
15.72,0.131
25.63,0.803
17.54,0.044
22.0,0.098
20.08,1.122
25.12,0.279
7.78,0.556
19.4,0.647
10.06,0.361
7.39,0.296
24.97,0.208
9.26,0.272
18.31,0.612
7.92,0.097
17.67,0.295
14.52,2.104
17.22,0.41
18.23,0.365
13.69,0.023
13.71,0.153
15.79,0.208
13.08,0.177
32.33,0.251
17.66,0.235
15.1,1.135
19.44,0.555
11.87,0.125
61.42,0.268
16.11,0.367
17.63,0.735
26.89,0.737
18.49,0.036
10.96,0.365
13.41,0.043
8.27,0.213
17.7,0.273
12.43,0.178
16.46,0.165
17.6,0.533
15.1,0.421
18.62,0.124
13.61,0.349
8.63,0.298
19.45,0.283
15.1,0.302
11.99,0.172
18.37,0.471
14.1,0.427
15.49,0.149
16.57,0.079
8.88,0.185
15.38,0.171
34.04,0.31
9.34,0.778
16.7,0.124
19.73,0.257
21.01,0.808
20.89,0.333
17.97,0.1
19.4,0.069
10.96,0.696
27.48,0.137
22.02,0.4
8.92,0.531
14.13,0.257
25.46,0.196
8.72,0.371
19.8,0.072
15.1,0.604
22.35,0.372
22.73,0.026
15.1,0.378
16.28,0.175
23.04,0.072
23.98,0.16
13.72,0.137
11.69,0.122
18.28,0.183
26.43,0.199
15.11,0.458
36.06,0.361
18.65,0.169
17.69,0.08
18.23,0.456
18.3,0.122
24.57,0.093
18.66,0.095
7.39,0.52
20.33,0.027
23.35,0.212
17.6,2.411
15.4,0.168
24.81,0.121
24.97,0.208
12.61,0.183
45.7,0.258
30.82,0.22
18.31,0.206
18.52,0.285
14.1,0.398
39.57,0.307
38.25,0.383
18.23,3.09
19.0,0.091
9.34,0.203
9.91,0.076
33.53,0.088
16.19,0.046
17.67,0.295
17.17,0.131
2.99,0.061
14.52,0.581
14.1,1.093
16.32,0.466
8.88,0.143
38.27,0.387
18.98,0.152
40.48,0.291
21.38,0.046
47.36,0.175
13.51,0.193
90.3,0.226
16.48,0.226
103.12,0.573
7.78,0.312
15.15,0.126
7.65,0.139
18.26,0.184
18.15,0.141
70.04,0.28
30.05,0.159
15.39,0.171
111.38,0.914
35.69,0.446
19.73,0.282
12.79,0.261
14.1,0.872
17.81,0.113
16.32,0.341
34.35,0.44
13.05,0.225
23.89,0.228
14.79,0.218
7.94,0.094
23.69,0.237
16.11,0.647
16.11,0.42
28.99,0.341
16.25,0.232
24.21,0.346
10.96,0.252
17.76,0.094
10.96,0.115
17.06,0.38
14.1,0.766
11.03,0.184
45.09,0.501
19.06,0.113
12.79,0.711
38.66,0.442
14.29,0.079
7.78,0.547
49.98,0.147
15.2,0.103
16.05,0.642
14.52,0.416
19.42,0.59
15.1,0.606
12.9,0.381
18.66,0.233
16.68,0.239
12.04,0.1
10.13,0.063
14.4,0.081
82.58,0.389
5.98,0.354
11.73,0.199
16.14,0.294
15.1,0.432
28.23,0.325
56.82,0.71
8.27,0.332
9.52,0.318
19.67,0.285
12.7,0.246
17.67,0.295
15.23,1.089
16.92,0.434
14.81,0.161
9.67,0.092
15.01,0.084
13.76,0.088
14.24,0.203
17.76,0.094
14.32,0.169
15.1,0.388
19.23,0.048
28.34,0.202
16.19,0.116
37.45,0.194
22.7,0.463
15.1,0.505
24.84,0.518
18.66,0.34
7.78,0.199
17.74,0.254
15.45,0.31
18.54,0.177
27.66,0.145
14.17,0.236
45.75,0.247
53.82,0.078
16.32,1.634
2.83,0.063
27.8,0.206
24.95,0.379
64.21,0.117
13.59,0.378
18.39,0.438
14.52,0.132
13.15,0.189
23.38,0.203
19.99,0.088
12.15,0.13
11.74,0.327
2.96,0.082
8.04,0.187
40.52,0.282
8.29,0.318
7.4,0.37
9.27,0.332
34.64,0.032
11.72,0.13
16.95,0.17
18.1,0.15
21.18,0.494
34.15,1.319
10.92,0.1
17.55,0.197
51.23,0.703
11.85,0.595
15.73,0.112
22.42,0.321
4.74,0.089
14.1,0.353
16.85,0.109
20.8,1.041
18.46,0.109
26.77,0.412
16.9,0.188
12.86,0.445
17.66,0.299
15.39,0.171
19.32,0.92
7.49,0.228
20.57,0.025
29.87,0.249
14.1,0.544
15.18,0.105
15.1,0.795
8.88,0.511
15.1,0.302
11.1,0.159
17.06,0.349
17.02,0.095
15.11,0.308
9.83,0.068
13.8,0.219
7.94,0.318
12.48,0.391
12.74,0.224
13.51,0.543
18.85,0.131
18.23,1.272
23.49,0.294
17.97,0.601
15.23,0.305
24.04,1.37
24.54,0.123
32.15,0.201
9.45,0.053
9.77,0.122
20.8,1.041
8.29,0.448
23.03,0.361
40.37,0.271
19.2,0.069
15.04,0.073
8.88,0.141
7.87,0.715
7.39,0.573
21.58,0.188
13.47,0.422
15.35,0.614
7.78,0.311
15.76,0.109
7.39,2.111
21.92,0.03
14.52,0.363
23.47,0.245
16.84,0.028
27.23,0.165
27.13,0.078
10.53,0.694
34.54,0.204
17.64,0.118
14.8,0.165
17.24,0.079
37.96,0.643
13.78,0.153
22.05,0.123
37.9,0.76
15.29,0.07
7.78,0.354
17.95,0.18
7.78,0.159
14.64,0.099
22.0,0.22
9.24,0.132
18.3,0.122
15.31,0.511
11.85,0.237
15.2,0.234
19.35,0.359
12.79,0.68
17.54,0.058
63.98,0.121
39.95,0.499
12.79,0.914
7.78,0.222
14.17,0.237
51.28,0.641
18.43,0.205
24.25,0.102
23.55,0.294
15.11,0.393
14.1,0.887
14.1,0.742
32.06,0.218
41.28,0.217
18.52,0.309
8.72,0.676
21.92,0.028
7.78,0.11
36.14,0.278
60.82,0.265
16.19,0.129
17.09,0.768
19.32,0.479
36.5,0.243
23.17,0.438
16.12,0.111
23.28,0.597
25.63,0.857
29.67,0.33
7.39,0.214
11.85,0.34
15.1,1.013
24.32,0.487
15.79,0.877
51.13,0.284
32.84,0.597
36.21,0.281
14.93,0.079
8.88,0.127
12.79,1.075
17.88,0.199
28.35,0.205
12.49,0.05
13.97,0.249
13.63,0.155
32.82,0.438
15.41,0.164
124.76,1.076
22.85,0.571
12.56,0.106
26.64,0.333
27.04,0.258
16.05,0.268
16.13,0.047
7.78,0.355
12.72,0.234
15.85,0.1
22.71,0.071
13.47,0.457
19.13,0.225
16.25,0.232
18.99,0.12
9.42,0.099
18.79,0.145
19.32,0.387
15.1,0.755
18.65,0.093
12.97,0.144
28.92,0.386
17.88,0.199
15.11,0.308
11.85,0.868
15.13,0.275
18.23,1.223
22.67,0.81
18.11,0.411
15.58,0.132
14.68,0.278
13.64,0.153
15.23,0.958
24.01,0.301
12.82,0.186
21.02,0.275
8.9,0.114
8.94,0.052
43.36,0.229
16.3,0.074
14.42,0.146
26.38,0.12
19.66,0.328
39.05,0.052
28.89,0.289
27.83,0.076
17.25,0.123
9.44,0.106
15.39,0.366
55.72,0.076
49.26,0.19
9.02,0.238
7.46,0.257
15.1,0.36
9.44,0.105
17.62,0.173
17.03,0.201
13.39,0.257
24.84,0.92
27.79,0.132
21.25,0.329
12.04,0.1
14.22,0.203
17.6,0.489
12.39,0.073
25.0,0.391
20.21,0.106
15.27,0.278
15.46,0.278
12.48,0.34
16.11,0.322
23.28,0.974
40.7,0.226
18.11,0.241
16.46,0.423
18.94,0.158
19.53,0.244
14.55,0.066
18.5,0.106
23.85,0.159
29.31,0.225
26.96,0.449
15.1,0.36
19.91,0.332
16.6,0.416
7.78,0.57
7.87,0.543
16.18,0.27
16.43,0.205
23.51,0.413
17.85,0.298
69.02,0.257
7.41,0.345
20.8,0.832
17.77,0.238
18.23,0.61
23.88,0.166
8.27,0.407
15.19,0.241
7.78,1.197
13.64,0.153
18.27,0.327
13.76,0.073
20.26,0.11
17.61,0.346
7.78,0.259
17.78,0.508
26.86,0.254
14.46,0.274
5.7,0.088
23.06,0.62
10.96,0.689
17.63,0.452
27.55,0.511
17.7,0.098
18.72,0.156
15.11,0.336
6.52,0.177
60.04,0.4
22.13,0.766
27.61,0.253
14.8,0.055
7.39,0.148
43.05,0.392
25.95,0.164
11.72,0.13
16.11,2.016
17.88,0.199
9.34,0.361
7.78,0.278
14.75,0.105
15.34,0.18
8.27,0.169
15.1,0.378
44.84,0.301
23.42,0.263
17.97,0.175
15.32,0.176
17.63,0.442
16.74,0.239
8.29,0.361
15.3,0.194
17.66,0.299
16.05,0.535
13.5,0.196
21.89,0.11
12.75,0.216
17.12,0.291
40.04,0.267
17.78,0.247
14.23,0.209
14.52,0.132
14.6,0.195
22.36,0.364
37.04,0.756
42.15,0.212
17.24,0.079
59.76,0.46
15.1,0.505
14.5,0.502
15.13,0.275
15.79,1.129
26.63,0.337
15.11,0.387
15.1,0.303
18.3,0.631
16.19,0.024
13.63,0.074
16.33,0.163
14.68,0.173
15.1,0.521
12.96,0.146
24.73,0.037
17.73,0.261
18.2,0.135
9.44,0.193
15.15,0.266
13.93,0.155
8.49,0.082
19.61,0.327
22.61,0.162
25.74,0.086
18.42,0.4
17.66,0.05
7.39,0.528
20.69,0.059
12.8,0.643
23.18,0.129
8.36,0.288
13.37,0.672
20.49,0.025
43.22,0.722
27.52,0.197
11.85,0.474
11.81,0.197
32.72,0.135
7.39,0.155
12.47,0.447
13.19,0.044
12.52,0.074
45.1,0.253
13.08,0.174
39.99,0.404
13.81,0.14
11.85,0.237
18.23,0.372
7.78,0.173
52.48,1.235
25.61,0.142
15.38,0.385
18.3,0.122
15.26,0.254
15.1,1.374
9.34,0.203
37.77,0.151
11.1,0.159
15.46,0.155
19.59,0.08
27.48,0.137
14.94,0.136
7.78,0.519
13.04,0.153
34.16,0.667
16.24,0.236
31.02,1.559
22.58,0.207
21.05,0.023
27.69,0.264
8.12,0.065
7.78,0.222
7.78,0.104
18.24,0.354
26.86,0.336
10.32,0.061
18.23,1.336
37.04,3.37
21.26,0.182
8.29,0.119
17.75,0.148
15.1,0.606
8.88,0.161
7.39,0.161
15.15,0.076
13.44,0.224
15.95,0.106
29.72,0.157
15.28,0.204
16.11,0.557
12.54,0.084
12.83,0.128
23.76,0.159
15.1,0.303
34.27,0.031
11.91,0.093
8.93,0.112
6.66,0.248
19.87,0.154
10.28,0.049
9.34,0.311
20.63,0.104
16.79,0.844
21.64,0.45
15.1,0.795
15.51,0.174
13.66,0.301
9.34,0.203
15.61,0.127
15.1,0.505
12.6,0.885
13.9,0.067
14.87,0.056
18.28,1.108
23.42,0.263
25.63,0.716
19.08,0.354
170.51,0.09
11.85,0.595
62.35,0.831
16.67,0.278
7.87,0.477
17.16,0.286
14.59,0.121
17.0,0.035
13.93,0.279
16.08,0.085
9.44,0.105
18.23,0.629
18.65,0.107
17.63,0.708
7.27,0.169
23.19,0.346
7.39,0.638
15.79,0.544
24.5,0.14
20.8,1.04
23.38,0.117
22.95,0.434
16.96,0.154
20.16,0.21
30.56,0.019
18.85,0.189
15.79,0.495
7.78,0.268
13.34,0.138
14.1,0.763
36.37,0.242
14.99,0.152
15.1,0.504
18.51,0.319
11.73,0.343
8.9,0.298
51.33,0.344
15.1,0.393
83.96,0.311
15.56,0.135
15.1,0.309
19.07,0.281
17.6,0.392
16.28,0.074
14.13,0.089
15.23,0.668
12.57,0.045
16.11,0.322
15.01,0.084
17.15,0.101
38.7,0.387
14.24,0.203
44.61,0.372
15.98,0.127
8.29,0.301
12.04,0.101
13.44,0.224
9.34,0.243
19.67,0.285
18.57,0.169
59.68,0.747
12.79,0.337
17.67,0.295
16.86,0.282
18.16,0.14
7.78,0.354
13.99,0.039
7.71,0.131
22.61,0.091
38.37,0.328
16.16,0.215
11.85,0.274
25.26,0.028
10.96,0.556
12.69,0.075
23.0,0.578
12.79,0.426
20.98,0.3
18.34,0.061
16.79,0.336
41.61,0.463
19.37,0.34
14.1,0.353
15.1,0.303
29.04,0.088
26.27,0.28
17.08,0.144
11.85,1.197
22.93,1.119
17.73,0.257
25.73,0.181
21.35,0.396
11.39,0.071
16.67,0.278
7.96,0.072
17.67,0.295
37.05,0.27
16.16,0.284
134.78,1.045
11.71,0.18
9.22,0.619
36.89,0.269
13.19,0.123
13.75,0.246
16.55,0.092
15.1,0.303
18.23,0.406
14.62,0.192
12.75,0.143
43.71,0.336
25.38,0.518
15.81,0.105
15.23,1.181
17.84,0.21
12.61,0.079
13.48,1.284
17.6,0.469
12.48,0.313
23.16,0.019
11.6,0.126
43.45,0.348
7.67,0.131
18.36,0.048
13.39,0.112
11.85,0.494
26.33,0.176
33.65,0.034
18.5,0.208
16.67,0.112
7.78,0.195
17.17,0.035
9.21,0.064
7.78,0.354
22.27,0.109
11.85,0.247
17.6,0.392
17.6,0.148
15.1,0.686
15.29,0.204
14.22,0.48
19.41,0.122
7.39,0.371
32.15,0.825
9.15,0.178
41.53,0.532
27.52,0.197
12.9,0.151
18.79,0.238
13.47,0.208
21.61,0.135
17.17,0.143
11.27,0.123
17.13,0.173
15.23,1.112
15.11,0.388
15.52,0.141
57.14,0.321
15.58,0.156
23.84,0.16
18.28,0.458
8.84,0.039
15.1,0.303
7.78,0.338
16.25,0.232
2.68,0.049
63.11,0.513
12.69,0.254
22.06,1.481
14.4,0.16
14.05,0.156
14.69,0.061
11.85,0.258
20.16,0.443
18.05,0.157
38.31,0.351
13.5,0.069
12.05,0.154
91.68,0.153
18.54,0.197
13.16,0.128
8.35,0.054
60.41,1.51
18.72,0.089
9.34,0.218
15.15,0.266
17.62,0.252
32.35,0.171
13.55,0.086
14.52,0.66
11.74,0.695
42.59,0.533
13.5,0.123
18.96,0.317
17.76,0.149
18.18,0.087
8.88,0.247
11.15,0.446
17.63,0.36
13.51,0.193
15.38,0.171
8.64,0.247
17.76,0.094
23.02,0.123
15.1,0.654
17.7,0.273
15.6,0.284
19.39,0.695
17.63,1.068
60.3,0.241
21.22,0.203
21.35,0.214
17.99,0.101
18.23,0.373
7.66,0.135
14.47,0.056
16.79,0.844
14.52,0.765
20.08,0.575
13.69,0.077
18.0,0.18
21.59,0.127
16.53,0.207
35.04,0.163
25.19,0.159
9.34,0.133
18.23,0.48
0.0,0.0
62.64,0.522
16.11,0.404
13.08,0.218
23.81,0.177
26.84,0.269
8.72,0.219
19.7,0.056
9.27,0.331
9.94,0.269
25.63,1.425
11.07,0.033
16.09,0.084
36.09,0.328
9.0,1.304
39.27,0.137
3.6,0.151
15.56,0.363
26.25,0.292
13.44,0.224
15.11,1.163
14.44,0.361
12.85,0.218
52.47,0.202
28.99,0.341
15.1,0.378
15.11,1.163
22.93,0.581
11.39,0.325
14.21,0.215
16.79,0.336
8.72,0.256
22.21,0.138
9.41,0.1
18.13,0.478
16.17,0.275
16.7,0.109
8.75,0.109
22.06,0.882
18.02,0.164
17.06,0.358
22.18,0.063
12.23,0.102
22.93,0.498
14.76,0.049
17.09,0.385
15.11,0.632
23.13,0.487
15.1,0.303
8.72,0.218
16.95,0.1
17.67,0.361
7.49,0.228
19.82,0.239
7.87,0.395
19.69,0.076
15.1,0.303
9.45,0.053
7.87,0.271
14.1,1.104
38.16,0.262
15.78,0.069
40.0,0.114
17.88,0.199
20.8,1.156
7.78,0.222
25.53,0.014
21.12,0.235
7.39,0.569
19.24,0.092
7.4,0.062
18.23,0.916
21.22,0.354
16.18,0.267
10.65,0.061
15.1,0.403
18.23,0.608
48.68,0.071
19.85,0.797
8.29,0.207
15.1,0.559
7.78,0.362
9.23,0.136
22.05,0.025
13.35,0.103
14.43,0.144
7.92,0.097
15.59,0.13
7.94,0.47
11.77,0.147
16.61,0.083
26.42,0.117
20.99,0.421
18.23,0.735
20.76,0.694
8.72,0.116
19.68,0.037
23.98,0.203
17.11,0.066
40.17,0.215
17.95,0.18
12.85,0.478
8.63,0.058
25.63,0.855
17.67,0.295
19.39,0.075
7.78,0.222
18.06,0.258
13.86,0.116
7.43,0.302
23.28,0.614
15.37,0.393
18.23,1.258
20.71,0.042
19.32,0.646
14.44,0.321
55.42,0.222
7.78,0.223
15.1,0.553
16.79,0.844
38.57,0.188
22.8,0.317
17.83,0.238
9.34,0.161
22.85,0.609
7.39,0.623
21.19,0.432
7.39,0.134
8.72,0.159
15.1,0.643
14.21,0.048
22.66,0.174
21.33,0.178
15.93,0.228
13.11,0.119
23.33,0.311
19.35,0.359
22.62,0.138
7.55,0.4
11.93,0.116
19.0,0.147
16.11,0.546
17.17,0.078
16.38,0.279
11.85,1.331
7.39,0.493
26.19,0.15
35.76,0.607
13.78,0.086
27.49,0.165
7.81,0.1
8.23,0.059
17.6,0.535
14.41,0.035
18.59,0.266
68.41,0.311
7.67,0.197
14.52,0.581
7.78,0.162
44.33,0.554
16.6,0.362
15.24,0.218
11.85,0.409
7.39,0.623
14.09,0.101
18.23,1.302
7.39,0.214
9.34,0.275
20.51,0.09
22.85,0.286
14.52,0.373
87.06,0.425
19.94,0.199
7.78,0.391
18.66,0.233
13.17,0.089
13.64,0.153
16.11,0.42
11.85,0.662
15.1,0.719
17.03,0.142
15.1,0.336
12.89,0.065
17.98,0.082
21.71,0.049
15.32,0.068
83.65,0.092
16.81,0.21
14.13,0.098
32.75,0.243
11.87,0.224
7.78,1.297
17.93,1.002
7.39,0.246
11.85,0.297
23.87,0.129
9.34,0.133
18.71,0.144
14.35,0.135
26.78,0.045
16.11,0.329
7.95,0.08
81.42,0.455
18.5,0.37
14.52,0.291
13.92,0.174
14.1,0.283
19.13,0.225
17.25,0.383
51.34,0.576
10.96,0.241
23.44,0.565
15.15,0.266
37.54,0.062
21.15,0.92
19.85,0.209
8.26,0.087
17.31,0.075
15.1,0.604
13.46,0.17
23.32,0.146
12.72,0.232
18.78,0.475
17.83,0.313
7.64,0.069
25.63,1.282
27.75,0.414
17.93,0.643
25.24,1.684
15.8,0.293
9.14,0.076
14.52,0.726
49.23,0.492
26.61,0.532
18.79,0.238
14.16,0.062
16.31,0.233
15.23,0.896
13.7,0.044
18.94,0.38
17.61,0.176
18.27,0.734
16.05,1.155
9.1,0.169
23.2,0.061
8.27,0.057
24.16,0.02
13.83,0.773
10.13,0.099
12.48,0.286
14.59,0.244
12.89,0.199
14.43,0.123
9.41,0.099
8.79,0.103
14.52,0.416
40.1,0.309
17.34,0.193
25.5,0.271
15.44,0.156
16.98,0.162
14.13,0.236
17.63,1.007
15.31,0.192
36.0,0.656
1.75,0.104
20.53,0.298
18.26,0.127
16.16,0.284
25.63,1.356
35.48,0.395
26.31,0.125
19.67,0.287
15.15,0.266
15.3,0.194
18.22,0.131
60.2,0.433
11.7,0.075
16.11,0.323
14.1,1.093
9.52,0.087
19.23,0.428
8.5,0.071
32.79,0.165
15.86,0.147
18.57,0.188
26.99,0.415
14.13,0.404
15.94,0.134
37.51,0.395
17.99,0.056
20.99,0.183
18.19,0.12
23.0,0.576
22.16,0.341
12.43,0.168
20.16,0.21
24.94,0.277
17.6,0.178
18.05,0.164
13.44,0.224
14.87,0.149
13.07,0.125
19.45,0.083
41.29,0.034
11.85,1.087
7.82,0.157
11.17,0.14
15.38,0.172
14.1,0.427
12.69,0.45
15.1,0.398
59.56,0.149
15.1,0.445
44.02,0.191
13.44,0.224
16.79,0.888
11.85,0.242
16.26,0.181
15.5,0.091
15.8,0.105
25.89,0.173
37.26,0.747
43.93,1.046
18.42,0.401
21.5,0.044
45.25,0.251
7.71,0.193
105.13,0.376
21.33,0.178
15.65,1.424
12.66,0.167
16.44,0.47
15.87,0.144
7.6,0.155
19.21,0.069
18.23,1.2
16.01,0.099
42.76,0.411
14.61,0.119
14.1,0.887
22.06,0.49
13.62,0.081
19.14,0.074
11.85,0.258
9.6,0.234
18.06,0.157
39.28,0.133
13.63,0.08
13.19,0.123
16.18,0.27
17.72,0.122
11.85,0.476
16.6,0.066
11.73,0.782
14.33,0.1
23.35,0.837
20.68,0.122
15.31,0.191
12.84,0.257
22.39,0.022
11.85,0.242
7.87,0.477
16.93,0.242
11.85,0.289
10.96,0.296
36.11,0.258
22.93,0.511
9.34,0.268
7.6,0.155
8.37,0.094
26.9,0.317
44.81,1.152
14.1,1.014
31.65,0.251
15.86,0.198
10.13,0.022
15.95,0.093
22.25,0.289
15.69,0.117
37.81,0.293
9.98,0.454
82.08,0.456
15.7,0.174
7.49,0.228
16.79,0.56
16.73,0.107
9.52,0.087
34.15,2.502
26.99,0.245
11.85,0.343
8.27,0.243
27.38,0.171
24.35,0.698
34.79,0.387
17.06,0.192
11.73,0.319
15.1,0.473
53.61,0.298
14.7,0.109
7.42,0.093
11.85,1.078
19.88,0.06
18.98,0.127
16.0,0.124
20.8,1.041
16.2,0.027
7.78,0.338
38.95,0.245
19.59,0.393
61.12,0.226
19.47,0.483
8.88,0.163
27.48,0.183
18.51,0.206
7.64,0.064
17.99,0.17
37.34,0.602
1.41,0.024
15.95,0.133
17.44,0.233
17.22,0.035
14.59,0.244
13.51,0.059
8.85,0.089
16.32,0.563
17.6,0.353
20.84,0.522
11.15,0.272
14.07,0.094
38.29,0.348
20.98,0.3
17.67,0.297
11.73,0.196
11.85,0.549
13.45,0.093
18.7,0.312
26.4,0.165
18.27,0.761
19.21,0.101
9.83,0.042
0.0,0.0
45.26,0.394
7.55,0.361
15.11,0.393
15.1,0.336
10.6,0.062
15.38,0.171
37.04,2.058
15.22,0.331
8.72,0.291
22.32,0.402
11.85,0.484
43.6,0.256
26.4,0.135
7.78,0.391
22.96,0.426
12.79,4.263
29.03,0.264
11.42,0.198
19.76,0.045
26.82,0.548
25.61,0.233
18.23,0.13
7.8,0.1
8.43,0.141
17.94,0.181
15.39,0.045
16.39,0.182
17.66,0.299
15.23,0.851
13.86,0.116
9.34,0.199
17.16,0.132
15.11,0.379
17.23,0.246
15.56,0.629
19.35,0.086
13.79,0.461
14.62,0.225
17.13,0.286
8.27,0.14
14.94,0.136
16.11,1.074
28.34,0.505
12.96,0.18
9.09,0.182
12.65,0.094
13.71,0.328
15.92,0.095
2.79,0.109
12.68,0.075
32.45,0.232
26.89,0.599
66.94,0.11
13.71,0.399
35.88,0.449
14.33,0.168
21.05,0.263
20.66,0.124
15.61,0.127
15.11,0.329
7.87,1.977
16.11,0.42
12.65,0.186
20.91,0.349
0.0,0.0
8.88,0.254
18.74,0.081
9.34,0.156
14.1,0.367
26.61,1.337
12.79,0.673
17.67,0.361
18.37,0.472
59.39,0.153
17.95,0.18
51.19,0.135
17.99,0.3
16.71,0.06
13.59,0.046
57.98,0.094
12.13,0.135
38.15,0.225
7.78,0.324
17.63,0.107
14.51,0.24
8.97,0.28
11.73,0.326
8.89,0.09
23.23,0.179
25.69,0.435
19.2,0.349
14.37,0.131
21.61,0.135
20.1,0.155
11.85,0.624
12.83,0.128
10.07,0.031
0.03,0.0
3.33,0.167
35.91,0.144
15.1,0.366
18.53,0.071
8.88,0.467
15.76,0.109
19.32,0.407
0.0,0.0
11.73,0.202
42.35,0.605
12.79,0.465
17.12,0.291
9.41,0.111
27.35,0.182
