freight_value,price,distance_km,weight_kg,volume_cm3,freight_ratio,category,customer_state
17.63,53.9,806.52,1.8,32560.0,0.33,garden_tools,MG
20.3,579.0,334.86,2.24,29160.0,0.04,toys,PR
8.88,35.0,22.37,0.75,14000.0,0.25,furniture_decor,SP
16.92,45.9,1317.43,0.8,8000.0,0.37,bed_bath_table,MT
8.72,56.99,38.63,0.25,3360.0,0.15,perfumery,SP
20.8,24.0,1342.43,0.4,2880.0,0.87,home_appliances,BA
8.27,43.0,2.35,0.17,2816.0,0.19,computers_accessories,SP
9.34,54.9,29.16,1.1,10500.0,0.17,housewares,SP
16.89,99.99,405.12,0.98,18375.0,0.17,furniture_decor,RJ
15.1,19.9,546.65,0.25,2560.0,0.76,bed_bath_table,MG
12.4,99.9,106.35,1.9,6851.0,0.12,garden_tools,PR
14.1,39.9,493.07,0.3,1760.0,0.35,bed_bath_table,SP
15.91,99.9,444.34,0.7,8000.0,0.16,fashion_male_clothing,SP
20.08,198.0,2088.01,8.55,16146.0,0.1,electronics,PE
7.9,45.9,127.3,0.15,768.0,0.17,pet_shop,SP
14.1,35.39,474.14,0.35,3192.0,0.4,baby,MG
27.9,309.0,2681.03,0.6,11400.0,0.09,sports_leisure,PA
15.12,31.5,839.9,0.2,352.0,0.48,fashion_bags_accessories,RS
25.22,110.0,1356.16,2.2,40000.0,0.23,pet_shop,RS
6.1,39.9,115.1,0.35,7865.0,0.15,baby,SP
8.87,179.0,217.29,7.65,8000.0,0.05,garden_tools,MG
18.26,22.9,781.57,0.4,4800.0,0.8,bed_bath_table,MG
22.59,215.0,325.42,5.2,25160.0,0.1,cool_stuff,RJ
14.52,49.0,527.57,0.25,352.0,0.3,fashion_bags_accessories,RJ
34.22,97.0,354.93,2.35,21120.0,0.35,home_appliances,RJ
18.78,79.0,185.46,2.4,27000.0,0.24,bed_bath_table,PR
0.14,21.15,157.39,5.5,32768.0,0.01,housewares,SP
38.16,179.0,2258.72,0.45,2760.0,0.21,perfumery,CE
16.63,125.0,629.97,0.4,2205.0,0.13,stationery,GO
149.06,460.0,922.14,30.0,187200.0,0.32,furniture_living_room,SC
17.0,79.99,1304.49,0.35,4752.0,0.21,perfumery,BA
7.39,15.9,38.29,0.1,2112.0,0.46,cine_photo,SP
14.52,35.0,564.03,0.4,3850.0,0.42,stationery,MG
21.05,79.9,703.89,2.3,22302.0,0.26,housewares,RJ
18.71,64.99,2828.07,0.35,2964.0,0.29,health_beauty,SC
15.28,215.9,67.87,2.05,5000.0,0.07,watches_gifts,SP
19.76,510.0,350.31,0.45,10580.0,0.04,watches_gifts,RJ
14.37,109.9,48.61,1.4,27000.0,0.13,auto,SP
8.3,149.0,47.9,0.35,704.0,0.06,unknown,SP
25.63,13.65,1916.7,0.18,3630.0,1.88,electronics,PE
19.14,180.0,323.3,0.18,8000.0,0.11,computers_accessories,MG
14.2,64.9,861.28,0.25,1232.0,0.22,baby,RS
9.44,27.5,79.36,0.7,10032.0,0.34,bed_bath_table,SP
19.84,29.5,749.21,1.87,7776.0,0.67,cool_stuff,ES
15.1,24.5,663.51,0.1,2304.0,0.62,consoles_games,SC
15.1,18.9,718.43,0.05,528.0,0.8,telephony,SC
17.6,14.28,575.83,0.8,36000.0,1.23,housewares,SP
28.07,249.99,355.56,5.0,24864.0,0.11,bed_bath_table,MG
7.39,53.79,99.73,1.11,3762.0,0.14,health_beauty,SP
7.44,25.0,10.12,0.15,627.0,0.3,telephony,SP
15.23,66.9,840.4,0.7,6250.0,0.23,baby,SP
33.35,129.0,1243.92,0.4,2772.0,0.26,watches_gifts,TO
35.35,104.99,2509.09,6.13,73920.0,0.34,toys,RO
16.95,99.99,339.23,0.7,12650.0,0.17,toys,SP
23.8,699.0,2372.22,0.25,2112.0,0.03,watches_gifts,CE
8.72,49.0,23.71,0.35,2700.0,0.18,watches_gifts,SP
32.96,67.9,334.51,3.3,48000.0,0.48,kitchen_dining_laundry_garden_furniture,RJ
9.44,98.0,37.18,3.3,12167.0,0.1,health_beauty,SP
11.72,99.98,97.58,1.55,2560.0,0.12,sports_leisure,SP
44.86,112.0,727.24,8.88,24080.0,0.4,garden_tools,SP
37.21,129.9,1086.04,2.5,22050.0,0.29,furniture_decor,RJ
7.78,19.99,30.51,0.1,4500.0,0.39,health_beauty,SP
293.27,999.99,1266.43,28.45,170625.0,0.29,sports_leisure,TO
18.99,169.9,338.74,1.18,12958.0,0.11,sports_leisure,SP
8.72,80.49,18.19,0.33,4800.0,0.11,food,SP
27.26,289.9,138.88,3.3,72000.0,0.09,fashion_bags_accessories,SP
15.1,19.99,564.18,0.1,2560.0,0.76,bed_bath_table,MG
23.84,149.0,232.93,6.55,8000.0,0.16,computers_accessories,MG
17.19,48.9,936.37,0.9,23625.0,0.35,bed_bath_table,RS
12.16,94.35,360.79,0.95,20250.0,0.13,bed_bath_table,SP
22.02,174.33,1475.66,0.45,15428.0,0.13,luggage_accessories,MA
17.37,159.9,351.89,1.12,17280.0,0.11,sports_leisure,RJ
23.95,164.9,530.66,2.5,13200.0,0.14,housewares,MG
18.09,119.9,620.53,2.52,30624.0,0.15,furniture_decor,SP
10.99,54.9,333.97,0.45,38352.0,0.2,luggage_accessories,MG
16.24,49.0,364.16,0.83,3876.0,0.33,computers_accessories,MG
41.09,99.99,1092.82,8.45,42400.0,0.41,office_furniture,RS
1.05,8.9,369.99,0.21,2618.0,0.12,perfumery,MG
15.1,49.0,746.49,0.25,1512.0,0.31,telephony,ES
17.32,58.99,300.33,1.55,29925.0,0.29,bed_bath_table,SP
9.34,40.0,120.48,0.62,11475.0,0.23,electronics,SP
14.1,12.9,333.79,0.6,3600.0,1.09,furniture_decor,RJ
11.35,103.12,17.37,0.85,4950.0,0.11,garden_tools,SP
15.1,13.65,559.96,0.15,2800.0,1.11,electronics,RJ
22.87,21.89,1662.02,1.08,1701.0,1.04,electronics,PE
19.5,89.9,947.5,1.38,20000.0,0.22,bed_bath_table,RS
55.25,389.0,894.4,2.65,80000.0,0.14,home_construction,MS
39.99,385.0,1101.9,5.68,40500.0,0.1,garden_tools,RS
27.33,169.99,2348.35,3.35,49600.0,0.16,fashion_bags_accessories,CE
18.59,69.9,799.38,0.12,6080.0,0.27,health_beauty,MG
13.87,49.0,72.05,0.25,352.0,0.28,watches_gifts,SP
12.79,24.99,176.85,0.35,816.0,0.51,telephony,SP
12.43,69.9,2.31,2.6,15000.0,0.18,furniture_decor,SP
23.06,37.19,483.11,1.2,3700.0,0.62,home_appliances,MG
23.64,119.85,410.9,1.05,5120.0,0.2,home_construction,SC
14.59,39.0,300.63,0.1,5120.0,0.37,cool_stuff,RJ
12.99,110.32,435.03,0.15,990.0,0.12,health_beauty,MG
18.31,29.99,611.03,0.3,816.0,0.61,telephony,SC
7.39,45.0,12.02,0.2,4096.0,0.16,construction_tools_lights,SP
15.23,40.0,488.44,1.15,28175.0,0.38,furniture_decor,SC
15.1,9.0,559.61,0.5,5250.0,1.68,consoles_games,SP
8.88,39.99,23.0,6.05,36000.0,0.22,housewares,SP
12.08,124.99,15.38,4.4,10000.0,0.1,auto,SP
23.18,87.12,1340.18,0.8,4845.0,0.27,health_beauty,SP
17.97,119.9,299.45,2.2,24000.0,0.15,bed_bath_table,SP
11.85,12.98,125.16,0.28,864.0,0.91,telephony,SP
10.96,109.9,85.42,3.3,45000.0,0.1,housewares,SP
16.11,44.9,541.57,0.6,6000.0,0.36,bed_bath_table,MG
26.89,24.9,2158.37,0.3,17160.0,1.08,unknown,PE
17.63,29.0,2372.98,0.2,352.0,0.61,watches_gifts,CE
14.46,102.0,825.33,0.8,3094.0,0.14,fixed_telephony,RS
8.72,23.9,14.73,0.22,6300.0,0.36,health_beauty,SP
19.59,49.9,1457.32,1.55,19800.0,0.39,garden_tools,BA
15.1,8.99,700.74,0.45,5250.0,1.68,consoles_games,RJ
28.01,1680.0,345.49,0.75,4096.0,0.02,fixed_telephony,RJ
44.58,84.2,561.32,4.27,39468.0,0.53,toys,MT
64.32,329.0,2032.02,2.5,10200.0,0.2,toys,PI
15.56,49.9,533.51,1.3,11200.0,0.31,furniture_decor,MG
8.88,59.0,95.59,1.27,9261.0,0.15,health_beauty,SP
13.54,59.99,502.54,0.3,5000.0,0.23,computers_accessories,MG
15.38,89.9,656.72,0.5,4290.0,0.17,unknown,SP
21.95,550.0,596.94,0.53,3990.0,0.04,audio,RJ
8.3,79.43,90.77,0.28,4200.0,0.1,computers_accessories,SP
18.23,35.9,1035.29,0.15,2016.0,0.51,housewares,RS
19.05,138.9,384.82,3.25,19200.0,0.14,costruction_tools_garden,SP
16.11,49.9,763.59,0.6,4913.0,0.32,furniture_decor,MG
14.66,175.99,337.62,0.6,352.0,0.08,watches_gifts,SP
15.2,29.9,379.07,1.3,8800.0,0.51,sports_leisure,MG
105.14,1332.5,1120.53,7.35,87768.0,0.08,auto,RS
15.1,7.0,447.35,0.15,4275.0,2.16,telephony,SC
14.52,18.9,736.07,0.3,3564.0,0.77,computers_accessories,SC
7.39,16.99,15.84,0.25,1235.0,0.44,computers_accessories,SP
26.7,57.7,593.49,2.45,4800.0,0.46,construction_tools_construction,RJ
12.82,54.99,460.62,0.4,3960.0,0.23,perfumery,SP
21.06,81.8,436.4,1.82,2912.0,0.26,watches_gifts,SP
27.13,149.9,977.4,1.85,21204.0,0.18,baby,RS
14.1,14.49,471.99,0.16,2431.0,0.97,cool_stuff,MG
16.91,67.0,1648.45,0.41,3600.0,0.25,consoles_games,BA
8.88,59.99,29.28,0.95,17500.0,0.15,health_beauty,SP
24.7,39.9,545.84,1.15,8400.0,0.62,furniture_decor,MG
44.11,2690.0,2281.53,6.3,36750.0,0.02,small_appliances,CE
27.75,173.42,2047.07,0.5,5632.0,0.16,perfumery,CE
15.11,39.9,350.59,0.28,2210.0,0.38,computers_accessories,RJ
19.04,47.65,2424.92,1.11,3762.0,0.4,health_beauty,PA
10.96,13.9,79.28,0.55,8400.0,0.79,food_drink,SP
22.99,499.9,342.03,5.5,32994.0,0.05,pet_shop,SP
22.53,349.9,405.24,4.4,25155.0,0.06,bed_bath_table,MG
18.28,99.99,895.53,1.2,15750.0,0.18,cool_stuff,MS
12.06,79.9,119.74,0.42,12150.0,0.15,toys,SP
17.53,112.99,6.11,8.45,42400.0,0.16,office_furniture,SP
27.38,299.99,613.74,0.3,2415.0,0.09,telephony,PI
11.73,32.64,86.98,1.5,49500.0,0.36,pet_shop,SP
15.1,22.5,877.05,0.15,1680.0,0.67,sports_leisure,MS
15.48,54.0,360.24,0.25,640.0,0.29,watches_gifts,RJ
14.56,99.0,1.99,3.3,15660.0,0.15,housewares,DF
17.67,59.9,448.83,1.75,32560.0,0.3,garden_tools,PR
17.59,249.9,498.66,0.61,4928.0,0.07,perfumery,SP
9.34,34.9,35.67,0.8,11571.0,0.27,housewares,RJ
19.69,348.88,431.14,2.0,352.0,0.06,watches_gifts,SP
8.92,24.5,96.3,0.75,2112.0,0.36,health_beauty,SP
8.58,189.99,123.22,0.3,2430.0,0.04,unknown,SP
44.93,134.17,351.83,10.4,43560.0,0.34,baby,RJ
18.31,30.5,458.01,0.2,2464.0,0.6,perfumery,SP
18.41,43.89,809.97,0.15,1200.0,0.42,computers_accessories,MG
13.44,59.9,117.63,1.8,32560.0,0.22,garden_tools,SP
16.18,79.0,113.52,4.9,28512.0,0.2,housewares,SP
15.22,45.99,655.63,0.16,1768.0,0.33,consoles_games,MG
15.83,75.0,10.31,2.55,31500.0,0.21,furniture_decor,SP
14.79,99.9,343.62,1.0,13500.0,0.15,sports_leisure,SP
15.1,49.95,616.31,0.35,4275.0,0.3,bed_bath_table,MS
21.15,94.9,807.63,2.1,10816.0,0.22,office_furniture,RS
25.81,139.0,236.28,9.85,58621.0,0.19,housewares,SP
10.29,299.99,8.35,0.84,8232.0,0.03,health_beauty,SP
19.49,169.9,532.38,3.3,20615.0,0.12,bed_bath_table,SP
7.48,30.95,2.14,0.2,1760.0,0.24,stationery,SP
16.96,410.0,472.22,2.6,27115.0,0.04,costruction_tools_garden,SP
14.52,19.9,329.98,0.22,1344.0,0.73,perfumery,SC
23.77,128.7,775.22,2.15,13104.0,0.18,sports_leisure,SC
15.47,89.0,142.25,1.05,8000.0,0.17,small_appliances,SP
9.54,56.5,53.13,0.8,9152.0,0.17,sports_leisure,RJ
7.87,12.88,50.79,0.18,2304.0,0.61,computers_accessories,SP
26.61,39.9,2257.64,1.15,18480.0,0.67,garden_tools,MA
20.8,176.9,1353.11,10.9,68800.0,0.12,housewares,RS
12.19,99.9,152.24,1.05,14440.0,0.12,bed_bath_table,SP
13.22,95.15,27.58,11.35,51170.0,0.14,housewares,SP
10.96,39.9,13.83,0.3,3744.0,0.28,books_general_interest,SP
42.11,1799.0,25.48,14.25,86100.0,0.02,housewares,SP
26.75,95.0,669.89,2.65,15872.0,0.28,bed_bath_table,ES
13.51,24.9,536.81,0.1,1122.0,0.54,electronics,SP
28.01,1680.0,345.49,0.75,4096.0,0.02,fixed_telephony,RJ
8.72,75.0,21.89,0.4,4500.0,0.12,computers_accessories,SP
33.28,119.0,1054.84,4.4,19440.0,0.28,industry_commerce_and_business,MG
25.63,49.9,1058.8,0.35,3640.0,0.51,bed_bath_table,MG
15.01,200.0,30.04,9.75,12600.0,0.08,bed_bath_table,SP
35.85,69.9,2709.07,2.6,15000.0,0.51,furniture_decor,AC
22.2,38.9,1101.39,0.3,2520.0,0.57,computers_accessories,PR
23.88,278.5,1119.34,0.3,3564.0,0.09,watches_gifts,BA
13.37,47.49,131.33,1.17,5280.0,0.28,furniture_decor,SP
22.22,299.99,1213.97,1.95,36750.0,0.07,toys,BA
11.03,59.9,33.58,0.1,8000.0,0.18,perfumery,RJ
7.53,38.0,31.52,0.4,8000.0,0.2,health_beauty,SP
16.71,279.0,516.89,2.4,17500.0,0.06,baby,SP
9.94,249.9,92.82,0.43,2860.0,0.04,perfumery,SP
14.1,13.65,807.84,0.2,2800.0,1.03,electronics,GO
8.72,19.9,35.08,0.5,15625.0,0.44,housewares,SP
16.9,59.9,470.19,2.75,21012.0,0.28,musical_instruments,SP
17.53,117.3,343.86,4.11,44890.0,0.15,auto,SP
11.86,60.5,66.92,1.05,15750.0,0.2,bed_bath_table,SP
42.15,199.0,599.63,7.75,37026.0,0.21,cool_stuff,SP
10.65,54.4,149.8,0.8,31768.0,0.2,home_construction,SP
15.24,69.9,522.36,0.1,2890.0,0.22,telephony,SP
19.04,17.89,1320.35,0.18,3840.0,1.06,electronics,PI
18.73,144.94,20.77,8.22,45968.0,0.13,office_furniture,SP
16.92,309.0,526.48,0.6,11400.0,0.06,sports_leisure,RS
17.77,74.9,514.37,1.55,7392.0,0.24,furniture_decor,MG
11.97,109.9,28.42,0.7,60000.0,0.11,baby,SP
149.71,500.0,614.25,30.0,216000.0,0.3,housewares,MG
21.35,53.9,660.54,1.55,19800.0,0.4,garden_tools,RJ
18.42,46.0,931.45,0.2,4096.0,0.4,construction_tools_lights,MS
34.15,39.9,1652.3,0.2,2240.0,0.86,computers_accessories,PB
11.88,53.99,213.95,0.2,3328.0,0.22,perfumery,SP
16.67,274.99,381.57,0.35,1920.0,0.06,telephony,RJ
20.09,34.9,2292.19,0.77,16872.0,0.58,cool_stuff,CE
15.87,160.0,435.16,0.2,2805.0,0.1,health_beauty,PR
86.96,175.9,1488.05,13.35,66500.0,0.49,sports_leisure,BA
15.7,135.0,401.04,0.35,1547.0,0.12,computers_accessories,MG
13.53,169.9,295.7,0.82,4536.0,0.08,construction_tools_safety,SP
23.56,140.0,583.35,1.3,11767.0,0.17,bed_bath_table,RJ
29.84,129.99,2017.78,1.6,15750.0,0.23,cool_stuff,PE
9.83,153.9,29.37,0.9,15120.0,0.06,housewares,SP
13.54,59.99,559.72,0.24,2016.0,0.23,stationery,SP
7.87,10.0,61.78,0.1,4032.0,0.79,perfumery,SP
12.36,129.9,58.79,1.6,3150.0,0.1,books_general_interest,RJ
8.03,110.32,137.89,0.2,990.0,0.07,health_beauty,SP
12.69,49.9,546.2,0.6,4913.0,0.25,furniture_decor,SP
51.12,179.0,595.48,7.65,8000.0,0.29,garden_tools,GO
17.63,39.0,2483.96,0.2,640.0,0.45,watches_gifts,PA
16.11,16.99,744.7,0.5,4624.0,0.95,costruction_tools_garden,MG
14.07,149.9,275.96,1.24,15504.0,0.09,computers_accessories,MG
15.39,89.99,334.39,0.25,3960.0,0.17,health_beauty,RJ
56.9,39.9,1989.07,1.3,18750.0,1.43,furniture_decor,AL
16.76,330.0,575.86,0.4,2992.0,0.05,health_beauty,SC
15.09,378.0,262.09,0.44,2520.0,0.04,watches_gifts,SP
13.72,19.99,174.16,0.2,7728.0,0.69,health_beauty,SP
15.52,108.0,919.27,1.0,7632.0,0.14,watches_gifts,DF
14.1,25.9,333.8,0.15,2816.0,0.54,sports_leisure,RJ
15.1,23.99,433.07,0.1,4500.0,0.63,health_beauty,RJ
16.6,33.0,495.38,1.3,15680.0,0.5,housewares,MG
34.77,139.0,1904.26,0.56,3360.0,0.25,perfumery,MA
14.64,79.0,88.2,7.0,36000.0,0.18,stationery,SP
13.51,55.9,549.13,0.3,3024.0,0.24,sports_leisure,SP
21.11,430.0,416.4,0.33,3230.0,0.05,watches_gifts,MG
8.72,59.0,126.5,0.35,3003.0,0.15,consoles_games,SP
20.84,34.9,478.59,3.0,18000.0,0.6,unknown,SP
7.78,24.9,6.64,0.35,18000.0,0.31,housewares,SP
21.15,19.99,1900.25,0.1,2464.0,1.06,perfumery,CE
15.1,19.99,1001.93,0.05,1188.0,0.76,telephony,GO
11.15,49.0,32.08,0.9,7500.0,0.23,bed_bath_table,SP
7.78,45.9,12.19,0.15,2816.0,0.17,sports_leisure,SP
38.32,109.9,1727.29,1.35,16416.0,0.35,bed_bath_table,SE
21.27,89.9,278.87,1.55,31365.0,0.24,bed_bath_table,SP
15.1,26.0,367.39,0.55,352.0,0.58,auto,SP
7.39,29.0,11.88,0.2,352.0,0.26,watches_gifts,SP
69.64,109.0,542.61,15.2,75295.0,0.64,small_appliances,RJ
10.0,72.0,484.81,0.22,2772.0,0.14,health_beauty,RJ
25.47,89.9,881.88,7.0,27000.0,0.28,furniture_decor,RS
17.16,129.9,359.93,1.9,21735.0,0.13,housewares,RJ
18.27,24.9,766.99,0.1,1122.0,0.73,electronics,RS
15.1,37.49,864.9,0.2,3640.0,0.4,sports_leisure,GO
15.1,12.0,643.98,0.55,1584.0,1.26,health_beauty,PR
23.42,119.85,740.82,1.05,6912.0,0.2,home_construction,SC
7.89,1.2,38.51,0.8,1260.0,6.58,health_beauty,SP
19.39,59.6,999.98,0.65,3000.0,0.32,garden_tools,PR
26.24,200.0,762.53,9.75,12600.0,0.13,bed_bath_table,RS
12.66,75.9,469.9,0.17,2496.0,0.17,computers_accessories,SP
25.0,349.58,935.06,30.0,118680.0,0.07,housewares,TO
29.19,129.99,875.43,5.25,39780.0,0.22,toys,MG
16.11,48.9,414.33,0.6,5200.0,0.33,baby,RJ
70.46,329.9,847.75,10.7,84640.0,0.21,garden_tools,ES
16.29,75.0,238.31,0.55,8000.0,0.22,stationery,RJ
13.46,53.9,496.95,1.55,19800.0,0.25,garden_tools,SP
36.32,139.9,724.99,4.75,8000.0,0.26,sports_leisure,DF
34.15,29.0,2243.86,0.2,352.0,1.18,watches_gifts,MA
14.28,75.9,350.79,2.6,4664.0,0.19,furniture_decor,RJ
17.03,199.9,174.06,2.45,11808.0,0.08,bed_bath_table,SP
6.63,98.0,47.62,8.8,48000.0,0.07,unknown,SP
38.4,38.9,1656.96,1.85,15435.0,0.99,signaling_and_security,PE
9.77,79.9,135.01,0.9,3168.0,0.12,bed_bath_table,SP
20.79,275.0,497.29,1.23,13545.0,0.08,computers_accessories,MG
18.27,100.0,1386.75,0.36,5130.0,0.18,computers_accessories,BA
21.43,89.99,2101.1,0.25,3960.0,0.24,health_beauty,PI
37.13,103.97,532.21,9.75,37260.0,0.36,furniture_living_room,MG
7.39,26.9,11.27,0.24,2295.0,0.28,computers_accessories,SP
18.41,75.0,430.67,0.35,12500.0,0.24,auto,RJ
7.64,110.32,97.38,0.2,990.0,0.07,health_beauty,SP
15.79,148.0,665.86,0.44,4480.0,0.11,watches_gifts,MG
27.34,179.99,554.54,1.53,16224.0,0.15,baby,MG
19.44,35.0,442.85,1.35,4320.0,0.56,party_supplies,SP
20.69,350.0,715.9,0.5,9261.0,0.06,garden_tools,RJ
19.63,94.9,554.79,0.62,7429.0,0.21,pet_shop,SP
11.14,27.99,735.62,1.08,770.0,0.4,electronics,PR
16.25,69.0,46.75,4.0,40625.0,0.24,auto,SP
14.11,116.0,27.03,2.7,9375.0,0.12,housewares,SP
8.11,39.9,21.69,0.2,1875.0,0.2,unknown,MG
12.87,30.0,252.27,0.4,4500.0,0.43,auto,SP
25.63,39.9,1080.03,0.35,2816.0,0.64,electronics,MG
17.73,69.0,537.11,0.7,8736.0,0.26,sports_leisure,PR
14.15,56.99,347.61,0.4,2420.0,0.25,perfumery,RJ
7.58,44.99,14.25,0.25,2080.0,0.17,housewares,SP
20.06,569.99,499.23,2.24,29160.0,0.04,toys,MG
17.6,36.0,957.49,1.8,14520.0,0.49,sports_leisure,MG
14.17,59.99,344.8,0.41,3472.0,0.24,construction_tools_construction,RJ
82.02,714.0,333.12,1.85,10296.0,0.12,computers_accessories,RJ
7.39,21.99,145.98,0.22,816.0,0.34,telephony,SP
59.98,459.0,2055.54,1.05,1936.0,0.13,garden_tools,BA
63.97,116.94,1614.03,7.18,56448.0,0.55,furniture_decor,MT
17.15,325.0,493.87,0.4,2992.0,0.05,health_beauty,MG
14.52,34.99,324.07,0.2,4500.0,0.42,health_beauty,PR
17.46,107.0,294.97,3.1,17280.0,0.16,sports_leisure,SP
16.95,99.99,343.25,0.68,11088.0,0.17,toys,MG
22.99,39.0,1207.84,0.2,13200.0,0.59,housewares,GO
16.32,35.9,356.03,0.3,4096.0,0.46,baby,RJ
19.94,100.0,1441.95,10.1,56980.0,0.2,stationery,BA
15.11,41.99,757.25,0.8,14652.0,0.36,toys,ES
8.29,39.99,39.68,0.15,2210.0,0.21,telephony,SP
8.29,26.9,63.81,0.54,3648.0,0.31,electronics,SP
20.34,320.0,605.23,0.1,836.0,0.06,fashion_bags_accessories,MG
15.1,35.9,716.05,0.15,2016.0,0.42,housewares,PR
7.39,49.9,13.14,0.15,2816.0,0.15,sports_leisure,SP
22.06,39.99,759.58,0.05,1920.0,0.55,computers_accessories,MS
7.78,49.9,17.12,0.2,1232.0,0.16,toys,SP
9.48,89.99,24.42,0.6,2640.0,0.1,sports_leisure,SP
18.17,79.99,125.74,0.55,5040.0,0.23,perfumery,MG
12.3,69.9,37.37,6.05,31920.0,0.18,stationery,SP
8.72,68.0,22.67,0.45,1472.0,0.13,books_general_interest,SP
42.5,129.99,1188.83,6.55,8000.0,0.33,computers_accessories,BA
8.72,8.5,14.03,0.1,1344.0,1.03,computers_accessories,SP
18.23,23.9,720.86,0.15,768.0,0.76,perfumery,MG
16.52,108.0,883.59,1.0,7632.0,0.15,watches_gifts,PR
5.54,59.9,760.07,0.75,8349.0,0.09,furniture_decor,RS
19.13,178.0,920.97,0.15,2520.0,0.11,home_appliances,DF
7.78,23.99,19.64,0.1,4500.0,0.32,health_beauty,SP
21.28,298.9,442.62,0.65,6336.0,0.07,cool_stuff,MG
7.39,24.99,20.18,0.25,3200.0,0.3,electronics,SP
29.94,1350.0,670.31,1.12,12180.0,0.02,computers_accessories,MG
13.98,57.0,416.42,0.65,21000.0,0.24,housewares,SP
33.17,112.0,409.24,10.9,19656.0,0.3,construction_tools_construction,RJ
20.03,119.85,445.66,1.05,5120.0,0.17,home_construction,MG
13.81,113.0,311.65,2.73,18816.0,0.12,bed_bath_table,SP
22.99,57.9,346.98,2.05,12800.0,0.4,bed_bath_table,RJ
27.25,38.99,784.24,5.9,35100.0,0.7,bed_bath_table,DF
15.23,8.0,343.31,0.15,3648.0,1.9,unknown,RJ
17.92,95.0,942.5,6.3,40392.0,0.19,bed_bath_table,ES
31.8,364.0,2664.14,0.9,11400.0,0.09,health_beauty,CE
15.27,169.0,310.24,1.6,8568.0,0.09,health_beauty,SP
24.95,139.0,894.99,5.42,90992.0,0.18,auto,MS
19.04,17.9,2122.61,0.2,2640.0,1.06,telephony,PE
17.67,49.0,597.54,1.65,19800.0,0.36,garden_tools,PR
28.89,69.9,1171.45,1.17,4864.0,0.41,health_beauty,BA
18.66,119.0,224.36,1.9,21168.0,0.16,stationery,MG
55.0,1079.99,1401.09,3.01,20358.0,0.05,computers_accessories,AL
13.99,89.6,300.85,0.6,5376.0,0.16,perfumery,SP
18.28,25.89,840.47,0.54,3648.0,0.71,electronics,TO
12.79,17.8,169.07,0.35,2400.0,0.72,baby,SP
25.46,129.99,2695.89,1.6,15750.0,0.2,cool_stuff,AM
17.99,59.9,1547.0,1.23,18252.0,0.3,housewares,BA
16.04,59.0,72.66,1.62,4080.0,0.27,computers_accessories,SP
14.1,19.55,866.2,0.2,4000.0,0.72,auto,DF
8.27,64.89,72.25,0.16,3240.0,0.13,computers_accessories,SP
1.66,29.0,837.91,0.2,352.0,0.06,watches_gifts,RS
20.88,739.9,511.09,1.74,46002.0,0.03,toys,PR
16.77,289.0,427.51,0.45,561.0,0.06,telephony,AL
17.67,59.9,761.77,1.5,19800.0,0.3,garden_tools,SC
27.12,55.0,1465.25,1.3,9180.0,0.49,sports_leisure,BA
16.65,219.9,190.39,2.6,13984.0,0.08,bed_bath_table,SP
11.78,81.9,78.81,1.35,5148.0,0.14,health_beauty,SP
8.37,29.9,24.17,0.55,9984.0,0.28,toys,SP
11.75,50.9,317.2,0.5,1710.0,0.23,furniture_decor,SP
58.76,129.0,608.09,6.55,8000.0,0.46,computers_accessories,DF
9.34,39.9,94.23,1.88,77400.0,0.23,housewares,SP
8.91,87.9,50.28,0.35,1875.0,0.1,computers_accessories,SP
8.85,99.0,10.82,0.3,1936.0,0.09,construction_tools_safety,SP
7.94,39.9,1.9,0.4,36000.0,0.2,cool_stuff,RJ
16.11,39.99,647.76,0.8,8960.0,0.4,bed_bath_table,SC
23.8,179.99,869.69,3.35,49600.0,0.13,fashion_bags_accessories,RS
61.6,220.0,2473.43,0.26,3060.0,0.28,watches_gifts,AC
13.71,150.0,568.9,0.5,4032.0,0.09,furniture_decor,SP
13.86,120.0,93.22,1.7,13650.0,0.12,bed_bath_table,SP
18.23,28.5,279.85,0.35,612.0,0.64,electronics,RJ
34.18,116.99,362.46,10.07,48654.0,0.29,office_furniture,MG
12.48,19.9,356.94,0.15,4680.0,0.63,electronics,PR
18.26,139.0,398.88,5.42,90992.0,0.13,auto,SP
9.44,89.9,42.53,0.75,9900.0,0.1,furniture_decor,SP
20.8,41.9,1333.43,0.4,1575.0,0.5,furniture_decor,MG
9.76,79.99,137.67,0.3,1600.0,0.12,furniture_decor,SP
19.13,178.9,675.31,0.5,3276.0,0.11,watches_gifts,MS
37.26,49.9,929.65,0.2,3000.0,0.75,computers_accessories,RJ
15.24,19.9,494.05,0.23,2016.0,0.77,perfumery,MG
33.75,279.9,135.78,15.1,90944.0,0.12,office_furniture,SP
60.29,248.99,361.33,18.05,75000.0,0.24,luggage_accessories,RJ
10.96,17.5,18.47,0.3,5616.0,0.63,bed_bath_table,SP
16.79,37.99,1091.14,0.3,816.0,0.44,telephony,BA
31.67,32.9,3198.82,1.8,5376.0,0.96,furniture_decor,RR
23.28,29.9,631.81,0.5,5082.0,0.78,bed_bath_table,MG
34.0,103.97,170.97,9.75,37260.0,0.33,office_furniture,SP
13.47,65.0,281.88,0.9,12432.0,0.21,bed_bath_table,SP
7.39,14.3,20.57,0.2,1408.0,0.52,music,SP
18.3,27.9,525.78,0.38,1105.0,0.66,auto,MG
